code,name,value
AH,Anhui,
BJ,Beijing,
CQ,Chongqing,
FJ,Fujian,
GD,Guangdong,
GS,Gansu,
GX,Guangxi,
GZ,Guizhou,
HA,Hainan,
HB,Hebei,
HE,Henan,
HL,Heilongjiang,
HN,Hunan,
HU,Hubei,
JL,Jilin,
JS,Jiangsu,
JX,Jiangxi,
LN,Liaoning,
NM,Inner Mongol,
NX,Ningxia,
QH,Qinghai,
SA,Shaanxi,
SC,Sichuan,
SD,Shandong,
SH,Shanghai,
SX,Shanxi,
TJ,Tianjin,
XJ,Xinjiang,
XZ,Xizang,
YN,Yunnan,
ZJ,Zhejiang,
